Voltage (V vs Li/Li+),Electrolyte,Molar ratio cathode/(cathode+SE),Reaction,Erxn (eV/atom)
1.3,Li3ScCl6,0.9097,0.4548 Fe1 F3 + 0.4548 Fe1 Cl3 + 0.0903 Li3 Sc1 Cl6 -> 0.4464 LiCl + 0.2561 LiF + 0.2130 Fe + 0.0846 ScF3,-0.014
1.3,Li3ScCl6,0.9331,0.4666 Fe1 F3 + 0.4666 Fe1 Cl3 + 0.0669 Li3 Sc1 Cl6 -> 0.4287 LiCl + 0.2854 LiF + 0.2221 Fe + 0.0637 ScF3,-0.0107
1.3,Li3ScCl6,0.9565,0.4783 Fe1 F3 + 0.4783 Fe1 Cl3 + 0.0435 Li3 Sc1 Cl6 -> 0.4105 LiCl + 0.3158 LiF + 0.2316 Fe + 0.0421 ScF3,-0.0072
1.3,Li3ScCl6,0.9799,0.4900 Fe1 F3 + 0.4900 Fe1 Cl3 + 0.0201 Li3 Sc1 Cl6 -> 0.3917 LiCl + 0.3472 LiF + 0.2414 Fe + 0.0198 ScF3,-0.0034
1.4,Li3ScCl6,0.6656,0.3328 Fe1 F3 + 0.3328 Fe1 Cl3 + 0.3344 Li3 Sc1 Cl6 -> 0.5996 LiCl + 0.2660 ScF3 + 0.1330 Fe + 0.0013 ScCl3,-0.0391
1.4,Li3ScCl6,0.8629,0.4314 Fe1 F3 + 0.4314 Fe1 Cl3 + 0.1371 Li3 Sc1 Cl6 -> 0.4799 LiCl + 0.2002 LiF + 0.1956 Fe + 0.1243 ScF3,-0.0201
1.4,Li3ScCl6,0.8863,0.4431 Fe1 F3 + 0.4431 Fe1 Cl3 + 0.1137 Li3 Sc1 Cl6 -> 0.4634 LiCl + 0.2277 LiF + 0.2042 Fe + 0.1048 ScF3,-0.0171
1.4,Li3ScCl6,0.9097,0.4548 Fe1 F3 + 0.4548 Fe1 Cl3 + 0.0903 Li3 Sc1 Cl6 -> 0.4464 LiCl + 0.2561 LiF + 0.2130 Fe + 0.0846 ScF3,-0.014
1.4,Li3ScCl6,0.9331,0.4666 Fe1 F3 + 0.4666 Fe1 Cl3 + 0.0669 Li3 Sc1 Cl6 -> 0.4287 LiCl + 0.2854 LiF + 0.2221 Fe + 0.0637 ScF3,-0.0107
1.4,Li3ScCl6,0.9565,0.4783 Fe1 F3 + 0.4783 Fe1 Cl3 + 0.0435 Li3 Sc1 Cl6 -> 0.4105 LiCl + 0.3158 LiF + 0.2316 Fe + 0.0421 ScF3,-0.0072
1.4,Li3ScCl6,0.9799,0.4900 Fe1 F3 + 0.4900 Fe1 Cl3 + 0.0201 Li3 Sc1 Cl6 -> 0.3917 LiCl + 0.3472 LiF + 0.2414 Fe + 0.0198 ScF3,-0.0034
1.5,Li3ScCl6,0.6656,0.3328 Fe1 F3 + 0.3328 Fe1 Cl3 + 0.3344 Li3 Sc1 Cl6 -> 0.5996 LiCl + 0.2660 ScF3 + 0.1330 Fe + 0.0013 ScCl3,-0.0391
1.5,Li3ScCl6,0.8629,0.4314 Fe1 F3 + 0.4314 Fe1 Cl3 + 0.1371 Li3 Sc1 Cl6 -> 0.4799 LiCl + 0.2002 LiF + 0.1956 Fe + 0.1243 ScF3,-0.0201
1.5,Li3ScCl6,0.8863,0.4431 Fe1 F3 + 0.4431 Fe1 Cl3 + 0.1137 Li3 Sc1 Cl6 -> 0.4634 LiCl + 0.2277 LiF + 0.2042 Fe + 0.1048 ScF3,-0.0171
1.5,Li3ScCl6,0.9097,0.4548 Fe1 F3 + 0.4548 Fe1 Cl3 + 0.0903 Li3 Sc1 Cl6 -> 0.4464 LiCl + 0.2561 LiF + 0.2130 Fe + 0.0846 ScF3,-0.014
1.5,Li3ScCl6,0.9331,0.4666 Fe1 F3 + 0.4666 Fe1 Cl3 + 0.0669 Li3 Sc1 Cl6 -> 0.4287 LiCl + 0.2854 LiF + 0.2221 Fe + 0.0637 ScF3,-0.0107
1.5,Li3ScCl6,0.9565,0.4783 Fe1 F3 + 0.4783 Fe1 Cl3 + 0.0435 Li3 Sc1 Cl6 -> 0.4105 LiCl + 0.3158 LiF + 0.2316 Fe + 0.0421 ScF3,-0.0072
1.5,Li3ScCl6,0.9799,0.4900 Fe1 F3 + 0.4900 Fe1 Cl3 + 0.0201 Li3 Sc1 Cl6 -> 0.3917 LiCl + 0.3472 LiF + 0.2414 Fe + 0.0198 ScF3,-0.0034
1.6,Li3ScCl6,0.6656,0.3328 Fe1 F3 + 0.3328 Fe1 Cl3 + 0.3344 Li3 Sc1 Cl6 -> 0.5996 LiCl + 0.2660 ScF3 + 0.1330 Fe + 0.0013 ScCl3,-0.0391
1.6,Li3ScCl6,0.8629,0.4314 Fe1 F3 + 0.4314 Fe1 Cl3 + 0.1371 Li3 Sc1 Cl6 -> 0.4799 LiCl + 0.2002 LiF + 0.1956 Fe + 0.1243 ScF3,-0.0201
1.6,Li3ScCl6,0.8863,0.4431 Fe1 F3 + 0.4431 Fe1 Cl3 + 0.1137 Li3 Sc1 Cl6 -> 0.4634 LiCl + 0.2277 LiF + 0.2042 Fe + 0.1048 ScF3,-0.0171
1.6,Li3ScCl6,0.9097,0.4548 Fe1 F3 + 0.4548 Fe1 Cl3 + 0.0903 Li3 Sc1 Cl6 -> 0.4464 LiCl + 0.2561 LiF + 0.2130 Fe + 0.0846 ScF3,-0.014
1.6,Li3ScCl6,0.9331,0.4666 Fe1 F3 + 0.4666 Fe1 Cl3 + 0.0669 Li3 Sc1 Cl6 -> 0.4287 LiCl + 0.2854 LiF + 0.2221 Fe + 0.0637 ScF3,-0.0107
1.6,Li3ScCl6,0.9565,0.4783 Fe1 F3 + 0.4783 Fe1 Cl3 + 0.0435 Li3 Sc1 Cl6 -> 0.4105 LiCl + 0.3158 LiF + 0.2316 Fe + 0.0421 ScF3,-0.0072
1.6,Li3ScCl6,0.9799,0.4900 Fe1 F3 + 0.4900 Fe1 Cl3 + 0.0201 Li3 Sc1 Cl6 -> 0.3917 LiCl + 0.3472 LiF + 0.2414 Fe + 0.0198 ScF3,-0.0034
1.7,Li3ScCl6,0.6656,0.3328 Fe1 F3 + 0.3328 Fe1 Cl3 + 0.3344 Li3 Sc1 Cl6 -> 0.5996 LiCl + 0.2660 ScF3 + 0.1330 Fe + 0.0013 ScCl3,-0.0391
1.7,Li3ScCl6,0.8629,0.4314 Fe1 F3 + 0.4314 Fe1 Cl3 + 0.1371 Li3 Sc1 Cl6 -> 0.4799 LiCl + 0.2002 LiF + 0.1956 Fe + 0.1243 ScF3,-0.0201
1.7,Li3ScCl6,0.8863,0.4431 Fe1 F3 + 0.4431 Fe1 Cl3 + 0.1137 Li3 Sc1 Cl6 -> 0.4634 LiCl + 0.2277 LiF + 0.2042 Fe + 0.1048 ScF3,-0.0171
1.7,Li3ScCl6,0.9097,0.4548 Fe1 F3 + 0.4548 Fe1 Cl3 + 0.0903 Li3 Sc1 Cl6 -> 0.4464 LiCl + 0.2561 LiF + 0.2130 Fe + 0.0846 ScF3,-0.014
1.7,Li3ScCl6,0.9331,0.4666 Fe1 F3 + 0.4666 Fe1 Cl3 + 0.0669 Li3 Sc1 Cl6 -> 0.4287 LiCl + 0.2854 LiF + 0.2221 Fe + 0.0637 ScF3,-0.0107
1.7,Li3ScCl6,0.9565,0.4783 Fe1 F3 + 0.4783 Fe1 Cl3 + 0.0435 Li3 Sc1 Cl6 -> 0.4105 LiCl + 0.3158 LiF + 0.2316 Fe + 0.0421 ScF3,-0.0072
1.7,Li3ScCl6,0.9799,0.4900 Fe1 F3 + 0.4900 Fe1 Cl3 + 0.0201 Li3 Sc1 Cl6 -> 0.3917 LiCl + 0.3472 LiF + 0.2414 Fe + 0.0198 ScF3,-0.0034
1.8,Li3ScCl6,0.6656,0.3328 Fe1 F3 + 0.3328 Fe1 Cl3 + 0.3344 Li3 Sc1 Cl6 -> 0.5996 LiCl + 0.2660 ScF3 + 0.1330 Fe + 0.0013 ScCl3,-0.0391
1.8,Li3ScCl6,0.8629,0.4314 Fe1 F3 + 0.4314 Fe1 Cl3 + 0.1371 Li3 Sc1 Cl6 -> 0.4799 LiCl + 0.2002 LiF + 0.1956 Fe + 0.1243 ScF3,-0.0201
1.8,Li3ScCl6,0.8863,0.4431 Fe1 F3 + 0.4431 Fe1 Cl3 + 0.1137 Li3 Sc1 Cl6 -> 0.4634 LiCl + 0.2277 LiF + 0.2042 Fe + 0.1048 ScF3,-0.0171
1.8,Li3ScCl6,0.9097,0.4548 Fe1 F3 + 0.4548 Fe1 Cl3 + 0.0903 Li3 Sc1 Cl6 -> 0.4464 LiCl + 0.2561 LiF + 0.2130 Fe + 0.0846 ScF3,-0.014
1.8,Li3ScCl6,0.9331,0.4666 Fe1 F3 + 0.4666 Fe1 Cl3 + 0.0669 Li3 Sc1 Cl6 -> 0.4287 LiCl + 0.2854 LiF + 0.2221 Fe + 0.0637 ScF3,-0.0107
1.8,Li3ScCl6,0.9565,0.4783 Fe1 F3 + 0.4783 Fe1 Cl3 + 0.0435 Li3 Sc1 Cl6 -> 0.4105 LiCl + 0.3158 LiF + 0.2316 Fe + 0.0421 ScF3,-0.0072
1.8,Li3ScCl6,0.9799,0.4900 Fe1 F3 + 0.4900 Fe1 Cl3 + 0.0201 Li3 Sc1 Cl6 -> 0.3917 LiCl + 0.3472 LiF + 0.2414 Fe + 0.0198 ScF3,-0.0034
1.9,Li3ScCl6,0.6656,0.3328 Fe1 F3 + 0.3328 Fe1 Cl3 + 0.3344 Li3 Sc1 Cl6 -> 0.5996 LiCl + 0.2660 ScF3 + 0.1330 Fe + 0.0013 ScCl3,-0.0391
1.9,Li3ScCl6,0.8629,0.4314 Fe1 F3 + 0.4314 Fe1 Cl3 + 0.1371 Li3 Sc1 Cl6 -> 0.4799 LiCl + 0.2002 LiF + 0.1956 Fe + 0.1243 ScF3,-0.0201
1.9,Li3ScCl6,0.8863,0.4431 Fe1 F3 + 0.4431 Fe1 Cl3 + 0.1137 Li3 Sc1 Cl6 -> 0.4634 LiCl + 0.2277 LiF + 0.2042 Fe + 0.1048 ScF3,-0.0171
1.9,Li3ScCl6,0.9097,0.4548 Fe1 F3 + 0.4548 Fe1 Cl3 + 0.0903 Li3 Sc1 Cl6 -> 0.4464 LiCl + 0.2561 LiF + 0.2130 Fe + 0.0846 ScF3,-0.014
1.9,Li3ScCl6,0.9331,0.4666 Fe1 F3 + 0.4666 Fe1 Cl3 + 0.0669 Li3 Sc1 Cl6 -> 0.4287 LiCl + 0.2854 LiF + 0.2221 Fe + 0.0637 ScF3,-0.0107
1.9,Li3ScCl6,0.9565,0.4783 Fe1 F3 + 0.4783 Fe1 Cl3 + 0.0435 Li3 Sc1 Cl6 -> 0.4105 LiCl + 0.3158 LiF + 0.2316 Fe + 0.0421 ScF3,-0.0072
1.9,Li3ScCl6,0.9799,0.4900 Fe1 F3 + 0.4900 Fe1 Cl3 + 0.0201 Li3 Sc1 Cl6 -> 0.3917 LiCl + 0.3472 LiF + 0.2414 Fe + 0.0198 ScF3,-0.0034
2.0,Li3ScCl6,0.6656,0.3328 Fe1 F3 + 0.3328 Fe1 Cl3 + 0.3344 Li3 Sc1 Cl6 -> 0.5996 LiCl + 0.2660 ScF3 + 0.1330 Fe + 0.0013 ScCl3,-0.0391
2.0,Li3ScCl6,0.8629,0.4314 Fe1 F3 + 0.4314 Fe1 Cl3 + 0.1371 Li3 Sc1 Cl6 -> 0.4799 LiCl + 0.2002 LiF + 0.1956 Fe + 0.1243 ScF3,-0.0201
2.0,Li3ScCl6,0.8863,0.4431 Fe1 F3 + 0.4431 Fe1 Cl3 + 0.1137 Li3 Sc1 Cl6 -> 0.4634 LiCl + 0.2277 LiF + 0.2042 Fe + 0.1048 ScF3,-0.0171
2.0,Li3ScCl6,0.9097,0.4548 Fe1 F3 + 0.4548 Fe1 Cl3 + 0.0903 Li3 Sc1 Cl6 -> 0.4464 LiCl + 0.2561 LiF + 0.2130 Fe + 0.0846 ScF3,-0.014
2.0,Li3ScCl6,0.9331,0.4666 Fe1 F3 + 0.4666 Fe1 Cl3 + 0.0669 Li3 Sc1 Cl6 -> 0.4287 LiCl + 0.2854 LiF + 0.2221 Fe + 0.0637 ScF3,-0.0107
2.0,Li3ScCl6,0.9565,0.4783 Fe1 F3 + 0.4783 Fe1 Cl3 + 0.0435 Li3 Sc1 Cl6 -> 0.4105 LiCl + 0.3158 LiF + 0.2316 Fe + 0.0421 ScF3,-0.0072
2.0,Li3ScCl6,0.9799,0.4900 Fe1 F3 + 0.4900 Fe1 Cl3 + 0.0201 Li3 Sc1 Cl6 -> 0.3917 LiCl + 0.3472 LiF + 0.2414 Fe + 0.0198 ScF3,-0.0034
2.1,Li3ScCl6,0.6656,0.3328 Fe1 F3 + 0.3328 Fe1 Cl3 + 0.3344 Li3 Sc1 Cl6 -> 0.5996 LiCl + 0.2660 ScF3 + 0.1330 Fe + 0.0013 ScCl3,-0.0391
2.1,Li3ScCl6,0.8629,0.4314 Fe1 F3 + 0.4314 Fe1 Cl3 + 0.1371 Li3 Sc1 Cl6 -> 0.4799 LiCl + 0.2002 LiF + 0.1956 Fe + 0.1243 ScF3,-0.0201
2.1,Li3ScCl6,0.8863,0.4431 Fe1 F3 + 0.4431 Fe1 Cl3 + 0.1137 Li3 Sc1 Cl6 -> 0.4634 LiCl + 0.2277 LiF + 0.2042 Fe + 0.1048 ScF3,-0.0171
2.1,Li3ScCl6,0.9097,0.4548 Fe1 F3 + 0.4548 Fe1 Cl3 + 0.0903 Li3 Sc1 Cl6 -> 0.4464 LiCl + 0.2561 LiF + 0.2130 Fe + 0.0846 ScF3,-0.014
2.1,Li3ScCl6,0.9331,0.4666 Fe1 F3 + 0.4666 Fe1 Cl3 + 0.0669 Li3 Sc1 Cl6 -> 0.4287 LiCl + 0.2854 LiF + 0.2221 Fe + 0.0637 ScF3,-0.0107
2.1,Li3ScCl6,0.9565,0.4783 Fe1 F3 + 0.4783 Fe1 Cl3 + 0.0435 Li3 Sc1 Cl6 -> 0.4105 LiCl + 0.3158 LiF + 0.2316 Fe + 0.0421 ScF3,-0.0072
2.1,Li3ScCl6,0.9799,0.4900 Fe1 F3 + 0.4900 Fe1 Cl3 + 0.0201 Li3 Sc1 Cl6 -> 0.3917 LiCl + 0.3472 LiF + 0.2414 Fe + 0.0198 ScF3,-0.0034
2.2,Li3ScCl6,0.6656,0.3328 Fe1 F3 + 0.3328 Fe1 Cl3 + 0.3344 Li3 Sc1 Cl6 -> 0.5996 LiCl + 0.2660 ScF3 + 0.1330 Fe + 0.0013 ScCl3,-0.0391
2.2,Li3ScCl6,0.8629,0.4314 Fe1 F3 + 0.4314 Fe1 Cl3 + 0.1371 Li3 Sc1 Cl6 -> 0.4799 LiCl + 0.2002 LiF + 0.1956 Fe + 0.1243 ScF3,-0.0201
2.2,Li3ScCl6,0.8863,0.4431 Fe1 F3 + 0.4431 Fe1 Cl3 + 0.1137 Li3 Sc1 Cl6 -> 0.4634 LiCl + 0.2277 LiF + 0.2042 Fe + 0.1048 ScF3,-0.0171
2.2,Li3ScCl6,0.9097,0.4548 Fe1 F3 + 0.4548 Fe1 Cl3 + 0.0903 Li3 Sc1 Cl6 -> 0.4464 LiCl + 0.2561 LiF + 0.2130 Fe + 0.0846 ScF3,-0.014
2.2,Li3ScCl6,0.9331,0.4666 Fe1 F3 + 0.4666 Fe1 Cl3 + 0.0669 Li3 Sc1 Cl6 -> 0.4287 LiCl + 0.2854 LiF + 0.2221 Fe + 0.0637 ScF3,-0.0107
2.2,Li3ScCl6,0.9565,0.4783 Fe1 F3 + 0.4783 Fe1 Cl3 + 0.0435 Li3 Sc1 Cl6 -> 0.4105 LiCl + 0.3158 LiF + 0.2316 Fe + 0.0421 ScF3,-0.0072
2.2,Li3ScCl6,0.9799,0.4900 Fe1 F3 + 0.4900 Fe1 Cl3 + 0.0201 Li3 Sc1 Cl6 -> 0.3917 LiCl + 0.3472 LiF + 0.2414 Fe + 0.0198 ScF3,-0.0034
2.3,Li3ScCl6,0.6656,0.3328 Fe1 F3 + 0.3328 Fe1 Cl3 + 0.3344 Li3 Sc1 Cl6 -> 0.5996 LiCl + 0.2660 ScF3 + 0.1330 Fe + 0.0013 ScCl3,-0.0391
2.3,Li3ScCl6,0.8629,0.4314 Fe1 F3 + 0.4314 Fe1 Cl3 + 0.1371 Li3 Sc1 Cl6 -> 0.4799 LiCl + 0.2002 LiF + 0.1956 Fe + 0.1243 ScF3,-0.0201
2.3,Li3ScCl6,0.8863,0.4431 Fe1 F3 + 0.4431 Fe1 Cl3 + 0.1137 Li3 Sc1 Cl6 -> 0.4634 LiCl + 0.2277 LiF + 0.2042 Fe + 0.1048 ScF3,-0.0171
2.3,Li3ScCl6,0.9097,0.4548 Fe1 F3 + 0.4548 Fe1 Cl3 + 0.0903 Li3 Sc1 Cl6 -> 0.4464 LiCl + 0.2561 LiF + 0.2130 Fe + 0.0846 ScF3,-0.014
2.3,Li3ScCl6,0.9331,0.4666 Fe1 F3 + 0.4666 Fe1 Cl3 + 0.0669 Li3 Sc1 Cl6 -> 0.4287 LiCl + 0.2854 LiF + 0.2221 Fe + 0.0637 ScF3,-0.0107
2.3,Li3ScCl6,0.9565,0.4783 Fe1 F3 + 0.4783 Fe1 Cl3 + 0.0435 Li3 Sc1 Cl6 -> 0.4105 LiCl + 0.3158 LiF + 0.2316 Fe + 0.0421 ScF3,-0.0072
2.3,Li3ScCl6,0.9799,0.4900 Fe1 F3 + 0.4900 Fe1 Cl3 + 0.0201 Li3 Sc1 Cl6 -> 0.3917 LiCl + 0.3472 LiF + 0.2414 Fe + 0.0198 ScF3,-0.0034
2.4,Li3ScCl6,0.6656,0.3328 Fe1 F3 + 0.3328 Fe1 Cl3 + 0.3344 Li3 Sc1 Cl6 -> 0.5996 LiCl + 0.2660 ScF3 + 0.1330 Fe + 0.0013 ScCl3,-0.0391
2.4,Li3ScCl6,0.8629,0.4314 Fe1 F3 + 0.4314 Fe1 Cl3 + 0.1371 Li3 Sc1 Cl6 -> 0.4799 LiCl + 0.2002 LiF + 0.1956 Fe + 0.1243 ScF3,-0.0201
2.4,Li3ScCl6,0.8863,0.4431 Fe1 F3 + 0.4431 Fe1 Cl3 + 0.1137 Li3 Sc1 Cl6 -> 0.4634 LiCl + 0.2277 LiF + 0.2042 Fe + 0.1048 ScF3,-0.0171
2.4,Li3ScCl6,0.9097,0.4548 Fe1 F3 + 0.4548 Fe1 Cl3 + 0.0903 Li3 Sc1 Cl6 -> 0.4464 LiCl + 0.2561 LiF + 0.2130 Fe + 0.0846 ScF3,-0.014
2.4,Li3ScCl6,0.9331,0.4666 Fe1 F3 + 0.4666 Fe1 Cl3 + 0.0669 Li3 Sc1 Cl6 -> 0.4287 LiCl + 0.2854 LiF + 0.2221 Fe + 0.0637 ScF3,-0.0107
2.4,Li3ScCl6,0.9565,0.4783 Fe1 F3 + 0.4783 Fe1 Cl3 + 0.0435 Li3 Sc1 Cl6 -> 0.4105 LiCl + 0.3158 LiF + 0.2316 Fe + 0.0421 ScF3,-0.0072
2.4,Li3ScCl6,0.9799,0.4900 Fe1 F3 + 0.4900 Fe1 Cl3 + 0.0201 Li3 Sc1 Cl6 -> 0.3917 LiCl + 0.3472 LiF + 0.2414 Fe + 0.0198 ScF3,-0.0034
2.5,Li3ScCl6,0.6656,0.3328 Fe1 F3 + 0.3328 Fe1 Cl3 + 0.3344 Li3 Sc1 Cl6 -> 0.5996 LiCl + 0.2660 ScF3 + 0.1330 Fe + 0.0013 ScCl3,-0.0328
2.5,Li3ScCl6,0.9666,0.4833 Fe1 F3 + 0.4833 Fe1 Cl3 + 0.0334 Li3 Sc1 Cl6 -> 0.4937 FeF2 + 0.4025 LiCl + 0.0712 Fe + 0.0326 ScF3,-0.0108
2.5,Li3ScCl6,0.9900,0.4950 Fe1 F3 + 0.4950 Fe1 Cl3 + 0.0100 Li3 Sc1 Cl6 -> 0.5415 FeF2 + 0.3834 LiCl + 0.0651 Fe + 0.0100 ScF3,-0.0082
2.6,Li3ScCl6,0.6656,0.3328 Fe1 F3 + 0.3328 Fe1 Cl3 + 0.3344 Li3 Sc1 Cl6 -> 0.3991 FeCl2 + 0.3336 LiCl + 0.2660 ScF3 + 0.0013 ScCl3,-0.0234
2.6,Li3ScCl6,0.9967,0.4983 Fe1 F3 + 0.4983 Fe1 Cl3 + 0.0033 Li3 Sc1 Cl6 -> 0.5555 FeF2 + 0.2510 LiCl + 0.1902 FeCl2 + 0.0033 ScF3,-0.0178
2.7,Li3ScCl6,0.6656,0.3328 Fe1 F3 + 0.3328 Fe1 Cl3 + 0.3344 Li3 Sc1 Cl6 -> 0.3991 FeCl2 + 0.3336 LiCl + 0.2660 ScF3 + 0.0013 ScCl3,-0.0234
2.7,Li3ScCl6,0.9967,0.4983 Fe1 F3 + 0.4983 Fe1 Cl3 + 0.0033 Li3 Sc1 Cl6 -> 0.5555 FeF2 + 0.2510 LiCl + 0.1902 FeCl2 + 0.0033 ScF3,-0.0178
2.8,Li3ScCl6,0.6656,0.3328 Fe1 F3 + 0.3328 Fe1 Cl3 + 0.3344 Li3 Sc1 Cl6 -> 0.6651 LiFeCl4 + 0.2660 ScF3 + 0.0675 LiCl + 0.0013 ScCl3,-0.0237
2.8,Li3ScCl6,0.9967,0.4983 Fe1 F3 + 0.4983 Fe1 Cl3 + 0.0033 Li3 Sc1 Cl6 -> 0.5555 FeF2 + 0.3169 LiFeCl4 + 0.1243 LiCl + 0.0033 ScF3,-0.0178
2.9,Li3ScCl6,0.6656,0.3328 Fe1 F3 + 0.3328 Fe1 Cl3 + 0.3344 Li3 Sc1 Cl6 -> 0.6651 LiFeCl4 + 0.2660 ScF3 + 0.0675 LiCl + 0.0013 ScCl3,-0.032
2.9,Li3ScCl6,0.9967,0.4983 Fe1 F3 + 0.4983 Fe1 Cl3 + 0.0033 Li3 Sc1 Cl6 -> 0.5555 FeF2 + 0.3169 LiFeCl4 + 0.1243 LiCl + 0.0033 ScF3,-0.0179
3.0,Li3ScCl6,0.6656,0.3328 Fe1 F3 + 0.3328 Fe1 Cl3 + 0.3344 Li3 Sc1 Cl6 -> 0.6651 LiFeCl4 + 0.2660 ScF3 + 0.0675 LiCl + 0.0013 ScCl3,-0.0403
3.0,Li3ScCl6,0.9967,0.4983 Fe1 F3 + 0.4983 Fe1 Cl3 + 0.0033 Li3 Sc1 Cl6 -> 0.5555 FeF2 + 0.3169 LiFeCl4 + 0.1243 LiCl + 0.0033 ScF3,-0.018
3.1,Li3ScCl6,0.6656,0.3328 Fe1 F3 + 0.3328 Fe1 Cl3 + 0.3344 Li3 Sc1 Cl6 -> 0.6651 LiFeCl4 + 0.2660 ScF3 + 0.0675 LiCl + 0.0013 ScCl3,-0.0486
3.1,Li3ScCl6,0.7057,0.3528 Fe1 F3 + 0.3528 Fe1 Cl3 + 0.2943 Li3 Sc1 Cl6 -> 0.7226 LiFeCl4 + 0.2411 ScF3 + 0.0360 LiF + 0.0003 LiCl,-0.0465
3.1,Li3ScCl6,0.9264,0.4632 Fe1 F3 + 0.4632 Fe1 Cl3 + 0.0736 Li3 Sc1 Cl6 -> 0.5423 LiFeCl4 + 0.3331 FeF2 + 0.0697 ScF3 + 0.0549 LiF,-0.0275
3.1,Li3ScCl6,0.9498,0.4749 Fe1 F3 + 0.4749 Fe1 Cl3 + 0.0502 Li3 Sc1 Cl6 -> 0.5197 LiFeCl4 + 0.3747 FeF2 + 0.0572 LiF + 0.0483 ScF3,-0.0248
3.1,Li3ScCl6,0.9732,0.4866 Fe1 F3 + 0.4866 Fe1 Cl3 + 0.0268 Li3 Sc1 Cl6 -> 0.4964 LiFeCl4 + 0.4177 FeF2 + 0.0596 LiF + 0.0262 ScF3,-0.0219
3.1,Li3ScCl6,0.9967,0.4983 Fe1 F3 + 0.4983 Fe1 Cl3 + 0.0033 Li3 Sc1 Cl6 -> 0.4723 LiFeCl4 + 0.4623 FeF2 + 0.0621 LiF + 0.0033 ScF3,-0.0188
3.2,Li3ScCl6,0.6656,0.3328 Fe1 F3 + 0.3328 Fe1 Cl3 + 0.3344 Li3 Sc1 Cl6 -> 0.6651 LiFeCl4 + 0.2660 ScF3 + 0.0675 LiCl + 0.0013 ScCl3,-0.0566
3.2,Li3ScCl6,0.7057,0.3528 Fe1 F3 + 0.3528 Fe1 Cl3 + 0.2943 Li3 Sc1 Cl6 -> 0.7226 LiFeCl4 + 0.2411 ScF3 + 0.0360 LiF + 0.0003 LiCl,-0.0554
3.2,Li3ScCl6,0.8729,0.4365 Fe1 F3 + 0.4365 Fe1 Cl3 + 0.1271 Li3 Sc1 Cl6 -> 0.5911 LiFeCl4 + 0.2430 FeF2 + 0.1160 ScF3 + 0.0498 LiF,-0.0388
3.2,Li3ScCl6,0.8963,0.4482 Fe1 F3 + 0.4482 Fe1 Cl3 + 0.1037 Li3 Sc1 Cl6 -> 0.5702 LiFeCl4 + 0.2816 FeF2 + 0.0962 ScF3 + 0.0520 LiF,-0.036
3.2,Li3ScCl6,0.9197,0.4599 Fe1 F3 + 0.4599 Fe1 Cl3 + 0.0803 Li3 Sc1 Cl6 -> 0.5486 LiFeCl4 + 0.3215 FeF2 + 0.0757 ScF3 + 0.0542 LiF,-0.0329
3.2,Li3ScCl6,0.9431,0.4716 Fe1 F3 + 0.4716 Fe1 Cl3 + 0.0569 Li3 Sc1 Cl6 -> 0.5263 LiFeCl4 + 0.3627 FeF2 + 0.0565 LiF + 0.0545 ScF3,-0.0296
3.2,Li3ScCl6,0.9666,0.4833 Fe1 F3 + 0.4833 Fe1 Cl3 + 0.0334 Li3 Sc1 Cl6 -> 0.5032 LiFeCl4 + 0.4053 FeF2 + 0.0589 LiF + 0.0326 ScF3,-0.0261
3.2,Li3ScCl6,0.9900,0.4950 Fe1 F3 + 0.4950 Fe1 Cl3 + 0.0100 Li3 Sc1 Cl6 -> 0.4793 LiFeCl4 + 0.4494 FeF2 + 0.0614 LiF + 0.0100 ScF3,-0.0224
3.3,Li3ScCl6,0.6589,0.3294 Fe1 F3 + 0.3294 Fe1 Cl3 + 0.3411 Li3 Sc1 Cl6 -> 0.6558 LiFeCl4 + 0.2623 ScF3 + 0.0726 LiCl + 0.0093 ScCl3,-0.0604
3.3,Li3ScCl6,0.7057,0.3528 Fe1 F3 + 0.3528 Fe1 Cl3 + 0.2943 Li3 Sc1 Cl6 -> 0.7226 LiFeCl4 + 0.2411 ScF3 + 0.0360 LiF + 0.0003 LiCl,-0.0607
3.3,Li3ScCl6,0.7291,0.3645 Fe1 F3 + 0.3645 Fe1 Cl3 + 0.2709 Li3 Sc1 Cl6 -> 0.7062 LiFeCl4 + 0.2252 ScF3 + 0.0663 Li3FeF6 + 0.0023 FeF2,-0.0586
3.3,Li3ScCl6,0.8060,0.4030 Fe1 F3 + 0.4030 Fe1 Cl3 + 0.1940 Li3 Sc1 Cl6 -> 0.6474 LiFeCl4 + 0.1693 ScF3 + 0.1063 FeF2 + 0.0770 Li3FeF6,-0.0494
3.3,Li3ScCl6,0.8294,0.4147 Fe1 F3 + 0.4147 Fe1 Cl3 + 0.1706 Li3 Sc1 Cl6 -> 0.6282 LiFeCl4 + 0.1512 ScF3 + 0.1401 FeF2 + 0.0804 Li3FeF6,-0.0463
3.3,Li3ScCl6,0.8528,0.4264 Fe1 F3 + 0.4264 Fe1 Cl3 + 0.1472 Li3 Sc1 Cl6 -> 0.6085 LiFeCl4 + 0.1749 FeF2 + 0.1325 ScF3 + 0.0840 Li3FeF6,-0.043
3.3,Li3ScCl6,0.8763,0.4381 Fe1 F3 + 0.4381 Fe1 Cl3 + 0.1237 Li3 Sc1 Cl6 -> 0.5882 LiFeCl4 + 0.2109 FeF2 + 0.1132 ScF3 + 0.0877 Li3FeF6,-0.0395
